App Title,URL,LSI Score,Matched Keywords
Your App,https://play.google.com/store/apps/details?id=app.divine,50,horoscope
Untitled,https://play.google.com/store/apps/details?id=com.astrotalk,50,horoscope
Untitled,https://play.google.com/store/apps/details?id=com.netway.phone.advice,50,horoscope
Untitled,https://play.google.com/store/apps/details?id=com.instaastro.onlineastrology,50,horoscope
